Sentence,Sentiment
Coronavirus is 'not an excuse'-real estate CEO says those who can should pay their rent https://t.co/Ovk8uTCcmk,neutral
"( ADP News ) - Nov 5 , 2008 - Finnish electronic measurement products and solutions maker Vaisala Oyj ( OMX : VAIAS ) said today that its net profit rose to EUR 18 million ( USD 23.1 m ) for the first nine months of 2008 from EUR 1",positive
user T3ive A looks very strong for a breakout play.,positive
"Fed, FDIC approve merger of BB&T, SunTrust banks",neutral
$MARK strong into the close..... news coming?,positive
"$QIHU totally missed this one, was about to jump in on that 60 break test but didn't, congrats shorts",negative
"user: Bulls are trying to keep this market in the green, but you can tell its a struggle. Nasdaq now up just 8 pts. AAP fading",negative
"SIIC Environment : to Build 3,800 tonnes per day Waste Treatment Project in Shanghai, PRC #SIIC #Stock https://t.co/sUL4Oigfu7",neutral
Maybe a good time to buy TD the 44 level appears to be holding as a key support level,positive
"In Finland , Martela offers a comprehensive service that can cover the entire process of change from initial inventory and design to removal and maintenance .",neutral
U.S. markets have hit record levels recently. What's your next move?,positive
user: AMZN it's time for this bird to fly south!,negative
Economic Recovery Narrative Doomed: Fathom's China Momentum Indicator Signals More Downside Ahead https://t.co/DStBmTZsCR,neutral
Kala Pharmaceuticals to Report Fourth Quarter and Full Year 2019 Financial Results and Host Conference Call,neutral
".@realDonaldTrump on jobs number? ""Phenomenal""",neutral
EOG - 60 min pullback to breakout - watching 1/2 position,positive
The Group aims to increase its net sales and comparable operating profit in 2006 .,positive
Revance files U.S. application for frown line treatment; shares up 3% premarket,positive
"Fed's Kaplan Talks Economic Outlook, Trade and Credit Spreads",neutral
"Cramo Plc is a service company specialising in construction machinery and equipment rental and rental-related services , as well as rental and sale of modular space .",neutral
Here's Why Proteostasis Therapeutics Stock Plummeted Today,negative
"James Dinsmore attributes Bancroft FundÃ¢â¬â¢s unusually strong 2019 to falling rates, judicious use of leverage and a mÃ¢â¬Â¦ https://t.co/BBrBuvoWD9",negative
"Stora Enso R shares rose 1.20 pct to 11.84 eur , UPM-Kymmene was also dragged higher , rising 1.68 pct to 17.56 eur and M-Real B added 2.38 pct to 4.30 eur .",positive
"( ADP News ) - Nov 28 , 2008 - Finnish power-supply solutions provider Efore Oyj ( OMX : EFO1V ) announced today the launch of OPUS DC , the latest power system in its OPUS product line .",positive
"AMZN SI and MACD, suggesting further downside to near-term support in the region of 260 ( 50ema )",negative
"Heard on the Street: Norwegian Air could succeed in its last-ditch effort to survive the coronavirus crisis, but wiÃ¢â¬Â¦ https://t.co/mURLpUzK46",positive
"Stock Market Update: Stock market set to open lower, Target and Lowe's gain",negative
"The unit 's clients are mainly in the field of specialist convenience goods , as well as in the textile , shoe and furniture businesses .",neutral
SCHW - this 17.20 level is a 50% pullback from Feb. low - we added a pretty decent chunk here - looks scary - buy fear,positive
"user scheplick It's easy to short AMZN - buy an iPad Mini, a tax prep book at Borders and some ackspace time.;-)",negative
Kohl's cuts annual profit forecast after disappointing results; shares slump,negative
Stakes High for AstraZeneca Heart Drug Facing Tough Competition,negative
"More than 14,000 customers were left powerless .",neutral
Uber co-founder Travis Kalanick sold $1.5 billion of the company's stock this month https://t.co/L5f47o9NnD,negative
Top Earnings Mon 11/25 Aft: $A $AMBA $ARWR $BECN $CAL $HPE $MNR $MTSC $NAT $NTNX $PANW $PVH $SR,neutral
"The number of 401(k) millionaires hits a record high  here's how you can get there, too. https://t.co/Za40bnydSF https://t.co/e0tswxArez",positive
The fair value of investment properties was EUR 2 251.0 ( 1 281.4 ) million .,neutral
Natural Gas Storage: Expecting A Relatively Bullish Draw. https://t.co/MHGs7yNnWd #markets #stocks #stockmarket,positive
ITV share price: Group mulls takeover of Canada's Entertainment One,positive
"Investors should prepare for a coronavirus-induced 'vicious spiral' more than twice as bad as the financial crisis, https://t.co/DfPJxkxz36",negative
"Product deliveries will not be interrupted , the refiner said , giving no financial details .",neutral
"DHI: ong  14.39. Trailing Stop  20.50 from 11 Stops of 19.05, 17.90, 16.93, 15.93, 15.65, ... 13.39 and 12.39 -",positive
Donald Trump on Social Security: Everything You Need to Know,neutral
Watch NP here under 138.93 could be a nice short. And There goes CIEN under 17.11.,negative
"The number of class A shares remains unchanged at 9,526,089 shares .",neutral
Macy's stock down 3.8% premarket,negative
from watch list HAO slipped over line when I was not watching - volume is 76% of full day ave,positive
BZH Beazer Homes SA option traders getting bullish before earnings buying over 8k calls,positive
Patient Engagement Solutions Market To Reach USD 30.36 Billion By 2026 | Reports And Data  https://t.co/XIbl0nUfXt,neutral
"ADBE continues to weaken, not following market. Short on break under 37.60. user",negative
"Bonds havenÃ¢â¬â¢t been much of a haven lately, so what now? HereÃ¢â¬â¢s what some advisers say bond investors should be doinÃ¢â¬Â¦ https://t.co/bePOby82D2",negative
"SGMO current 1st target is 10.03, and second is 10.32. Darn it.",positive
Best behaved in today's market action? PFE,positive
"AP: Caterpillar posts 60 percent jump in 4Q profit on steep global sales increase, tops Wall St. view > $CAT",positive
Lagarde Says All the Blame Cant Be Dumped on ECB Negative Rates,neutral
BAC aising My Stop a little...,positive
"The parties have also agreed that L+Ã±nnen Tehtaat has the right to sell the remaining shares in Suomen Rehu to Hankkija-Maatalous 15 months after the purchase of the majority holding , at the earliest .",neutral
"AAP QIH The cheapest, most transparent China play is Apple. I avoid SOEs... management decisions based on guanxi and party interests.",positive
"JPMorgan Chase Chief Executive James Dimon returned to work this week, a month after undergoing emergency heart surÃ¢â¬Â¦ https://t.co/N92vM0lYPh",positive
SI-BONE up 6% on new coverage of iFuse implant,positive
AXN taking half off here,positive
$IPPLF - Inter Pipeline to spend $935M on Heartland polypropylene plant https://t.co/7xumG0ldPI,neutral
"In August-October 2010 , the company 's result before taxes totalled EUR 9.6 mn , up from EUR 0.5 mn in the corresponding period in 2009 .",positive
"AAP looking to take some off around 429, should retest 430 on this move",positive
NFX gets exclusive streaming rights to The Hunger Games,positive
"Green Weekly Triangle on CYTX,....pdating",negative
"BAC Breaking Down, SPY is Next!",negative
Finnish fibers and plastics producer Suominen Corporation OMX Helsinki : SUY1V reported on Wednesday 22 October an operating loss of EUR0 .8 m on net sales of EUR55 .2 m for the third quarter of 2008 .,neutral
"A U.S. official says the Florida Naval station shooting suspect was an aviation student from Saudi Arabia, the AP r https://t.co/e9XEGFiIf9",neutral
Finnish consumers prefer to buy the cheapest beer brand .,neutral
CSCO Never mind Crisco - Call her KY for the longs.... 16 target,negative
Consumer Insolvencies Approach Record in Debt-Weary Canada,negative
$SPY Tomorrow party time for the Bears!! $GOOG and $MSFT -5.5%,negative
"Dec. WTI oil down $1.84, or 3.2%, to settle at $55.21/bbl",negative
"Operating result , excluding one-off items , totaled EUR 9.1 mn compared to EUR 10.6 mn in continuing operations , excluding one-off items in 2004 .",negative
The value of orders on hand totaled EUR 237.1 mn .,neutral
Is Aphria Stock a Buy?,neutral
"If your mortgage is federally backed, lenders are supposed to allow forbearance for those experiencing a financialÃ¢â¬Â¦ https://t.co/68EObPMqVO",positive
user: AAP back to 450 i guess for a pin,negative
The host with the most....congrats to the cloud today AX and user more all-time highs.  wow,positive
"The key is not to panic here.  AAP is in the domain of twitchy day traders on robots now, but long term should hold up on fundamentals",positive
user - CM thx for the party invite. Along for the ride.,negative
The event can also be viewed as a live audio webcast at www.ahlstrom.com .,neutral
AutoZone has benefited from a variety of factors such as a healthy U.S. consumer and more older vehicles on the road https://t.co/WJqhPK5iNb,positive
Great Recession a decade ago is one reason your Christmas tree will cost more this year. https://t.co/gWmkk2d7hk,neutral
@saltwaternurse $INO can test 10 again in next few days. time to take some profits here. or hedge with puts.,negative
"SHD Get short, someone big must be exiting imo... Sitting on some 40 puts from this am!",negative
FS - nice trading peeps. Take some off trail some. Hammer is fully formed now.,positive
"Finnish electronics manufacturing services company Elcoteq signing a cooperation agreement with a Japanese mobile phone manufacturer , bypasses Elcoteq Tallinn , says Jan Kotka , CEO of Elcoteq Tallinn .",positive
TIP - p fill the gap,positive
user: DOV weekly.  Going higher  - bot into close eod yest unit cost 4.15 see we get a gapper today,positive
MediaTek reports Q4 results,neutral
RSA 's shares closed at 156.9 p at the time of going to press .,neutral
"Sensex down 3,270 points at 26,646, Nifty near 7,800 as markets resume trading after 45-minute halt amid coronaviruâ¦ https://t.co/8CBbiXXFHn",negative
"Latest On The Spread Of The Coronavirus Around The World
https://t.co/haDwbdVV1N",negative
"AAP , want to buy more around 350",negative
SEBI Issues Performance Benchmarking Guidelines For Alternative Investment Funds,neutral
History suggests there's a good chance gold will bounce back strongly after this month's pummeling https://t.co/2fgldMWXV6,positive
SHOT CNE  13.7,negative
Ellington Residential Mortgage REIT Reports Fourth Quarter 2019 Results,neutral
New bull sees 22% upside for Splunk,positive
The Recent Rebound In Monthly Employment: Contradictory Micro And Macro Indications. https://t.co/MBEYKBqnS3 #business #markets #investing,neutral
"$KSS - Kohl's Valuation Is Attractive, Though I Worry About Dividend Safety. Read more and get updates on any stock https://t.co/C8fh3jkbgx",neutral
OAS heading back to new 52 week highs,positive
"The transaction will have a positive impact of around EUR2m on earnings , which Ruukki will recognize during the fourth quarter of this year .",positive
Nike's Alphafly will also avoid Olympic ban,neutral
Credit Suisse CEO Tidjane Thiam Resigns,neutral
"The Trump administration announced a plan Wednesday to end food-stamp benefits for about 700,000 Americans https://t.co/0SHXpOpFEF",neutral
JNP - added,positive
$ARWR - Arrowhead Pharma up 5% after Medicines Co. sale https://t.co/jT9j7V6AdL,positive
Averages end flat https://t.co/xh9sdQjikB,neutral
Long $TSLA short $MBLY https://t.co/jSpUSzo6na,positive
PCN possible short to gap close if it cant hold 685,negative
VNG was so nice so quick almost too quick but not fast enough nailed 3.10+ sells still holding some looks great -everyone will love it now,positive
SunPower launches 22M-share public offering,neutral
$INPX is gaining some great momentum and volume over the last few trading sessions. Squeeze over 1.49 https://t.co/MkMRMydssL,positive
"Green Weekly & Monthly Triangle on ISIS,.....pdating",negative
Nasdaq prices 600M of 0.875% senior notes,neutral
Nokia Results Beat Provides Some Relief to Tested Investors,positive
The aim is to increase sales by at least one fifth in 2006 .,positive
